Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0810101033,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,28,3287
0810101033,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,331,9217
0810101033,01,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,3,338
0810101033,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,28,3044
0810101033,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,331,8372
0810101033,01,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,3,76
0810101033,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,28,6559
0810101033,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,331,8088
0810101033,01,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,3,66
0810101034,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,67,4169
0810101034,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,466,19832
0810101034,01,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,9,11542
0810101034,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,67,9100
0810101034,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,466,18754
0810101034,01,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,10,18280
0810101034,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,67,10563
0810101034,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,466,18607
0810101034,01,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,10,27983
0810101034,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,67,11310
0810101034,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,466,19499
0810101034,01,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,10,30418
0810101034,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,67,12785
0810101034,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,466,19658
0810101034,01,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,10,22028
0810101034,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,67,6707
0810101034,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,466,20385
0810101034,01,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,10,17587
0810101034,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,67,11281
0810101034,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,466,19610
0810101034,01,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,10,20124
0810101034,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,67,6329
0810101034,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,466,20254
0810101034,01,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,10,22656
0810101034,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,67,14171
0810101034,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,466,18884
0810101034,01,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,10,23215
0810101034,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,67,11858
0810101034,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,466,19235
0810101034,01,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,10,79013
0810101034,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,67,12349
0810101034,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,466,18119
0810101034,01,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,10,26679
0810101034,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,67,15511
0810101034,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,466,19532
0810101034,01,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,10,26441
0810101034,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,67,18883
0810101034,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,466,18042
0810101034,01,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,10,24424
0810101034,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,67,11865
0810101034,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,466,20683
0810101034,01,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,10,20952
0810101034,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,67,7679
0810101034,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,466,21097
0810101034,01,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,10,13779
0810101034,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,67,16018
0810101034,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,466,19175
0810101034,01,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,10,22407
0810101034,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,67,15320
0810101034,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,466,18718
0810101034,01,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,10,25066
0810101034,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,67,12904
0810101034,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,466,18998
0810101034,01,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,10,24891
0810101034,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,67,13620
0810101034,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,466,19096
0810101034,01,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,10,24498
0810101034,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,67,13279
0810101034,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,466,18806
0810101034,01,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,10,31208
0810101034,01,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,67,8710
0810101034,01,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,466,21309
0810101034,01,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,10,16086
0810101034,01,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,67,5852
0810101034,01,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,466,22360
0810101034,01,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,10,14155
0810101034,01,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,67,10008
0810101034,01,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,466,19361
0810101034,01,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,10,23437
0810101034,01,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,67,11820
0810101034,01,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,466,18256
0810101034,01,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,10,22448
0810101034,01,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,67,13580
0810101034,01,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,466,18713
0810101034,01,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,10,20062
0810101034,01,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,67,14802
0810101034,01,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,466,19455
0810101034,01,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,10,17986
0810101034,01,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,67,16861
0810101034,01,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,466,18032
0810101034,01,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,10,24570
0810101034,01,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,67,14976
0810101034,01,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,466,21191
0810101034,01,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,10,28506
0810101034,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,67,10950
0810101034,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,466,20252
0810101034,01,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,10,15430
0810101034,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,68,14195
0810101034,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,466,19181
0810101034,01,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,10,22444
0810101034,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,68,14472
0810101034,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,466,18851
0810101034,01,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,10,26283
0810101035,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,53,3686
0810101035,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,558,20550
0810101035,01,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,6,865
0810101035,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,53,5657
0810101035,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,558,20604
0810101035,01,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,6,1552
0810101035,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,53,4974
0810101035,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,558,19208
0810101035,01,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,6,1544
0810101035,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,53,4774
0810101035,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,558,20161
0810101035,01,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,6,1439
0810101035,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,53,6360
0810101035,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,558,20718
0810101035,01,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,6,1882
0810101035,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,53,3738
0810101035,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,558,21073
0810101035,01,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,6,894
0810101035,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,53,5397
0810101035,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,558,20781
0810101035,01,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,6,980
0810101035,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,53,3364
0810101035,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,558,22624
0810101035,01,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,6,1087
0810101035,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,53,4779
0810101035,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,558,21999
0810101035,01,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,6,2035
0810101035,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,53,5634
0810101035,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,558,20694
0810101035,01,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,6,2186
0810101035,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,53,4459
0810101035,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,558,22384
0810101035,01,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,6,2004
0810101035,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,53,5735
0810101035,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,558,20705
0810101035,01,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,6,2357
0810101035,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,53,5453
0810101035,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,558,19691
0810101035,01,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,6,1914
0810101035,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,53,5795
0810101035,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,558,20786
0810101035,01,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,6,930
0810101035,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,53,3503
0810101035,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,558,23137
0810101035,01,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,6,890
0810101035,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,53,4962
0810101035,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,558,21253
0810101035,01,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,6,2129
0810101035,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,53,4366
0810101035,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,558,20687
0810101035,01,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,6,2213
0810101035,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,53,5157
0810101035,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,558,20316
0810101035,01,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,6,1967
0810101035,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,53,5562
0810101035,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,558,20464
0810101035,01,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,6,2083
0810101035,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,53,6130
0810101035,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,558,20185
0810101035,01,L'HOSPITALET LLOBR.,2023-01-20,Industrial/Industrial/Industrial,6,2063
0810101035,01,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,53,5244
0810101035,01,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,558,21603
0810101035,01,L'HOSPITALET LLOBR.,2023-01-21,Industrial/Industrial/Industrial,6,624
0810101035,01,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,53,4293
0810101035,01,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,558,21823
0810101035,01,L'HOSPITALET LLOBR.,2023-01-22,Industrial/Industrial/Industrial,6,960
0810101035,01,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,53,4890
0810101035,01,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,558,21517
0810101035,01,L'HOSPITALET LLOBR.,2023-01-23,Industrial/Industrial/Industrial,6,1944
0810101035,01,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,53,4783
0810101035,01,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,558,19871
0810101035,01,L'HOSPITALET LLOBR.,2023-01-24,Industrial/Industrial/Industrial,6,1824
0810101035,01,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,53,5257
0810101035,01,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,558,21148
0810101035,01,L'HOSPITALET LLOBR.,2023-01-25,Industrial/Industrial/Industrial,6,1945
0810101035,01,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,53,5218
0810101035,01,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,558,20849
0810101035,01,L'HOSPITALET LLOBR.,2023-01-26,Industrial/Industrial/Industrial,6,1871
0810101035,01,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,53,5513
0810101035,01,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,558,20130
0810101035,01,L'HOSPITALET LLOBR.,2023-01-27,Industrial/Industrial/Industrial,6,2112
0810101035,01,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,53,5790
0810101035,01,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,558,21237
0810101035,01,L'HOSPITALET LLOBR.,2023-01-28,Industrial/Industrial/Industrial,6,1028
0810101035,01,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,53,3969
0810101035,01,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,558,22781
0810101035,01,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,6,708
0810101035,01,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,53,4759
0810101035,01,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,558,22751
0810101035,01,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,6,2042
0810101035,01,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,53,4869
0810101035,01,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,558,20277
0810101035,01,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,6,2127
0810101036,01,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,29,2950
0810101036,01,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,463,13798
0810101036,01,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,2,80
0810101036,01,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,29,2527
0810101036,01,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,463,14651
0810101036,01,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,2,302
0810101036,01,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,29,2664
0810101036,01,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,463,15063
0810101036,01,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,2,339
0810101036,01,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,29,2840
0810101036,01,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,463,14180
0810101036,01,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,2,317
0810101036,01,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,29,4401
0810101036,01,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,463,14353
0810101036,01,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,2,364
0810101036,01,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,29,4544
0810101036,01,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,463,14207
0810101036,01,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,2,115
0810101036,01,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,29,3094
0810101036,01,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,463,13735
0810101036,01,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,2,99
0810101036,01,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,29,2598
0810101036,01,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,463,14559
0810101036,01,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,2,101
0810101036,01,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,29,2116
0810101036,01,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,463,14766
0810101036,01,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,2,473
0810101036,01,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,29,2490
0810101036,01,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,463,14912
0810101036,01,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,2,529
0810101036,01,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,29,3265
0810101036,01,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,463,13751
0810101036,01,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,2,483
0810101036,01,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,29,3178
0810101036,01,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,463,14366
0810101036,01,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,2,491
0810101036,01,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,29,3633
0810101036,01,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,463,13808
0810101036,01,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,2,515
0810101036,01,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,29,2757
0810101036,01,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,463,15055
0810101036,01,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,2,132
0810101036,01,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,29,2631
0810101036,01,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,463,14992
0810101036,01,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,2,134
0810101036,01,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,29,2166
0810101036,01,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,463,14331
0810101036,01,L'HOSPITALET LLOBR.,2023-01-16,Industrial/Industrial/Industrial,2,566
0810101036,01,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,29,2633
0810101036,01,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,463,14500
0810101036,01,L'HOSPITALET LLOBR.,2023-01-17,Industrial/Industrial/Industrial,2,1012
0810101036,01,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,29,3790
0810101036,01,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,463,13498
0810101036,01,L'HOSPITALET LLOBR.,2023-01-18,Industrial/Industrial/Industrial,2,775
0810101036,01,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,29,2849
0810101036,01,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,463,13773
0810101036,01,L'HOSPITALET LLOBR.,2023-01-19,Industrial/Industrial/Industrial,2,343
0810101036,01,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,29,3369
0810101036,01,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,463,14944
